id,platform,category,model,avg_f1,Benefits_f1,Brand_f1,Color_f1,Department_f1,Material_f1,Model_f1,Object_f1,Power Mode_f1,Price_f1,Size_f1,Skin/Hair Type_f1,Style_f1,Volume_f1
ht-te-be-2,temu,beauty,mistral_fewshot,0.9048,1.0,1.0,,,1.0,,1.0,,1.0,,1.0,,0.3333
ht-te-be-2,temu,beauty,qwen_fewshot,0.8155,0.6667,1.0,,,1.0,,0.375,,1.0,,1.0,,0.6667
ht-te-be-3,temu,beauty,llama_zeroshot,0.898,0.2857,1.0,,,1.0,,1.0,,1.0,,1.0,,1.0
ht-te-be-3,temu,beauty,mistral_zeroshot,1.0,1.0,1.0,,,1.0,,1.0,,1.0,,1.0,,1.0
ht-te-be-3,temu,beauty,qwen_zeroshot,1.0,1.0,1.0,,,1.0,,1.0,,1.0,,1.0,,1.0
ht-te-be-3,temu,beauty,llama_fewshot,0.8571,0.0,1.0,,,1.0,,1.0,,1.0,,1.0,,1.0
ht-te-be-3,temu,beauty,mistral_fewshot,0.8367,0.0,1.0,,,1.0,,0.8571,,1.0,,1.0,,1.0
ht-te-be-3,temu,beauty,qwen_fewshot,0.898,0.2857,1.0,,,1.0,,1.0,,1.0,,1.0,,1.0
ht-te-be-4,temu,beauty,llama_zeroshot,0.4286,1.0,1.0,,,0.0,,0.0,,0.0,,0.0,,1.0
ht-te-be-4,temu,beauty,mistral_zeroshot,0.6429,0.0,1.0,,,0.0,,0.5,,1.0,,1.0,,1.0
ht-te-be-4,temu,beauty,qwen_zeroshot,0.7551,0.0,1.0,,,1.0,,0.2857,,1.0,,1.0,,1.0
ht-te-be-4,temu,beauty,llama_fewshot,0.8571,1.0,1.0,,,0.0,,1.0,,1.0,,1.0,,1.0
ht-te-be-4,temu,beauty,mistral_fewshot,1.0,1.0,1.0,,,1.0,,1.0,,1.0,,1.0,,1.0
ht-te-be-4,temu,beauty,qwen_fewshot,0.7551,0.0,1.0,,,1.0,,0.2857,,1.0,,1.0,,1.0
